lemma,upos,HS_entry_ref
and,CCONJ,4081
spice,NOUN,4081
mill,NOUN,4081
with,ADP,4081
receptacle,NOUN,4081
make,VERB,4081
of,ADP,4081
ceramics,NOUN,4081
and,CCONJ,4081
work,VERB,4081
part,NOUN,4081
of,ADP,4081
metal,NOUN,4081
),PUNCT,4081
Statuettes,NOUN,4082
and,CCONJ,4082
other,ADJ,4082
ornamental,ADJ,4082
ceramic,ADJ,4082
article,NOUN,4082
",",PUNCT,4082
n.e.,NOUN,4082
.,PUNCT,4082
Statuettes,NOUN,4083
and,CCONJ,4083
other,ADJ,4083
ornamental,ADJ,4083
article,NOUN,4083
of,ADP,4083
porcelain,NOUN,4083
or,CCONJ,4083
china,NOUN,4083
",",PUNCT,4083
n.e.,NOUN,4083
.,PUNCT,4083
Statuettes,NOUN,4084
and,CCONJ,4084
other,ADJ,4084
ornamental,ADJ,4084
ceramic,ADJ,4084
article,NOUN,4084
",",PUNCT,4084
n.e.,NOUN,4084
.,PUNCT,4084
(,PUNCT,4084
excl.,X,4084
of,ADP,4084
porcelain,NOUN,4084
or,CCONJ,4084
china,NOUN,4084
),PUNCT,4084
ceramic,ADJ,4085
article,NOUN,4085
",",PUNCT,4085
n.e.,NOUN,4085
.,PUNCT,4085
ceramic,ADJ,4086
article,NOUN,4086
of,ADP,4086
porcelain,NOUN,4086
or,CCONJ,4086
china,NOUN,4086
",",PUNCT,4086
n.e.,NOUN,4086
.,PUNCT,4086
ceramic,ADJ,4087
article,NOUN,4087
",",PUNCT,4087
n.e.,NOUN,4087
.,PUNCT,4087
(,PUNCT,4087
excl.,X,4087
of,ADP,4087
porcelain,NOUN,4087
or,CCONJ,4087
china,NOUN,4087
),PUNCT,4087
Glass,VERB,4088
and,CCONJ,4088
GLASSWARE,VERB,4088
Cullet,ADJ,4089
and,CCONJ,4089
other,ADJ,4089
waste,NOUN,4089
and,CCONJ,4089
scrap,NOUN,4089
of,ADP,4089
glass,NOUN,4089
;,PUNCT,4089
glass,NOUN,4089
in,ADP,4089
the,DET,4089
mass,NOUN,4089
(,PUNCT,4089
excl,INTJ,4089
.,PUNCT,4089
glass,NOUN,4089
in,ADP,4089
the,DET,4089
form,NOUN,4089
of,ADP,4089
powder,NOUN,4089
",",PUNCT,4089
granule,NOUN,4089
or,CCONJ,4089
flake,NOUN,4089
),PUNCT,4089
Glass,VERB,4090
in,ADP,4090
ball,NOUN,4090
",",PUNCT,4090
rod,NOUN,4090
or,CCONJ,4090
tub,NOUN,4090
",",PUNCT,4090
unworked,ADJ,4090
(,PUNCT,4090
excl,INTJ,4090
.,PUNCT,4090
glass,NOUN,4090
microsphere,VERB,4090
<=,SYM,4090
1,NUM,4090
mm,NUM,4090
in,ADP,4090
diameter,NOUN,4090
",",PUNCT,4090
glass,NOUN,4090
ball,NOUN,4090
of,ADP,4090
the,DET,4090
nature,NOUN,4090
of,ADP,4090
a,DET,4090
toy,NOUN,4090
),PUNCT,4090
Glass,VERB,4091
in,ADP,4091
ball,NOUN,4091
",",PUNCT,4091
unworked,ADJ,4091
(,PUNCT,4091
excl,INTJ,4091
.,PUNCT,4091
glass,NOUN,4091
microsphere,VERB,4091
<=,SYM,4091
1,NUM,4091
mm,NUM,4091
in,ADP,4091
diameter,NOUN,4091
",",PUNCT,4091
glass,NOUN,4091
ball,NOUN,4091
of,ADP,4091
the,DET,4091
nature,NOUN,4091
of,ADP,4091
a,DET,4091
toy,NOUN,4091
),PUNCT,4091
Rod,ADP,4092
of,ADP,4092
glass,NOUN,4092
",",PUNCT,4092
unwork,ADJ,4092
Tub,NOUN,4093
of,ADP,4093
fused,VERB,4093
quartz,NOUN,4093
or,CCONJ,4093
other,ADJ,4093
fused,ADJ,4093
silica,NOUN,4093
",",PUNCT,4093
unwork,ADJ,4093
Tub,NOUN,4094
of,ADP,4094
glass,NOUN,4094
have,VERB,4094
a,DET,4094
linear,NOUN,4094
coefficient,NOUN,4094
of,ADP,4094
expansion,NOUN,4094
<=,SYM,4094
5,NUM,4094
x,SYM,4094
10,NUM,4094
-,SYM,4094
6,NUM,4094
per,ADP,4094
kelvin,NOUN,4094
within,ADP,4094
a,DET,4094
temperature,NOUN,4094
range,NOUN,4094
of,ADP,4094
0,NUM,4094
C,PROPN,4094
to,ADP,4094
300C,PROPN,4094
",",PUNCT,4094
unwork,VERB,4094
(,PUNCT,4094
excl,INTJ,4094
.,PUNCT,4094
tub,NOUN,4094
of,ADP,4094
glass,NOUN,4094
have,VERB,4094
a,DET,4094
linear,NOUN,4094
coefficient,NOUN,4094
of,ADP,4094
expansion,NOUN,4094
<=,SYM,4094
5,NUM,4094
x,SYM,4094
10,NUM,4094
-,SYM,4094
6,NUM,4094
per,ADP,4094
kelvin,NOUN,4094
within,ADP,4094
a,DET,4094
temperature,NOUN,4094
range,NOUN,4094
of,ADP,4094
0c,PROPN,4094
to,ADP,4094
300,NUM,4094
C,PROPN,4094
),PUNCT,4094
Tub,NOUN,4095
of,ADP,4095
glass,NOUN,4095
",",PUNCT,4095
unworked,ADJ,4095
(,PUNCT,4095
excl,NOUN,4095
.,PUNCT,4095
tub,NOUN,4095
of,ADP,4095
glass,NOUN,4095
have,VERB,4095
a,DET,4095
linear,NOUN,4095
coefficient,NOUN,4095
of,ADP,4095
expansion,NOUN,4095
<=,SYM,4095
5,NUM,4095
x,SYM,4095
10,NUM,4095
-,SYM,4095
6,NUM,4095
per,ADP,4095
kelvin,NOUN,4095
within,ADP,4095
a,DET,4095
temperature,NOUN,4095
range,NOUN,4095
of,ADP,4095
0c,PROPN,4095
to,ADP,4095
300,NUM,4095
C,PROPN,4095
or,CCONJ,4095
of,ADP,4095
fused,ADJ,4095
quartz,NOUN,4095
or,CCONJ,4095
other,ADJ,4095
fused,VERB,4095
silica,NOUN,4095
),PUNCT,4095
cast,VERB,4096
glass,NOUN,4096
and,CCONJ,4096
roll,VERB,4096
glass,NOUN,4096
",",PUNCT,4096
in,ADP,4096
sheet,NOUN,4096
or,CCONJ,4096
profile,NOUN,4096
",",PUNCT,4096
whether,SCONJ,4096
or,CCONJ,4096
not,ADV,4096
have,VERB,4096
a,DET,4096
absorbent,NOUN,4096
",",PUNCT,4096
reflect,VERB,4096
or,CCONJ,4096
non-reflect,VERB,4096
layer,NOUN,4096
",",PUNCT,4096
but,CCONJ,4096
not,ADV,4096
otherwise,ADV,4096
work,VERB,4096
cast,VERB,4097
glass,NOUN,4097
and,CCONJ,4097
roll,VERB,4097
glass,NOUN,4097
",",PUNCT,4097
in,ADP,4097
non-wired,ADJ,4097
sheet,NOUN,4097
",",PUNCT,4097
colour,VERB,4097
throughout,ADP,4097
the,DET,4097
mass,ADJ,4097
"""",PUNCT,4097
body,NOUN,4097
tint,VERB,4097
"""",PUNCT,4097
",",PUNCT,4097
opacify,VERB,4097
",",PUNCT,4097
flash,VERB,4097
or,CCONJ,4097
have,VERB,4097
a,DET,4097
absorbent,NOUN,4097
",",PUNCT,4097
reflect,VERB,4097
or,CCONJ,4097
non-reflect,VERB,4097
layer,NOUN,4097
",",PUNCT,4097
but,CCONJ,4097
not,ADV,4097
otherwise,ADV,4097
work,VERB,4097
cast,VERB,4098
glass,NOUN,4098
and,CCONJ,4098
roll,VERB,4098
glass,NOUN,4098
",",PUNCT,4098
in,ADP,4098
non-wired,ADJ,4098
sheet,NOUN,4098
",",PUNCT,4098
not,PART,4098
otherwise,ADV,4098
work,VERB,4098
(,PUNCT,4098
excl,INTJ,4098
.,PUNCT,4098
glass,NOUN,4098
colou,VERB,4098
throughout,ADP,4098
the,DET,4098
mass,ADJ,4098
"""",PUNCT,4098
body,NOUN,4098
tint,VERB,4098
"""",PUNCT,4098
",",PUNCT,4098
opacify,VERB,4098
",",PUNCT,4098
flash,VERB,4098
or,CCONJ,4098
have,VERB,4098
a,DET,4098
absorbent,NOUN,4098
",",PUNCT,4098
reflect,VERB,4098
or,CCONJ,4098
non-reflect,VERB,4098
layer,NOUN,4098
),PUNCT,4098
cast,VERB,4099
glass,NOUN,4099
and,CCONJ,4099
roll,VERB,4099
glass,NOUN,4099
",",PUNCT,4099
in,ADP,4099
wired,ADJ,4099
sheet,NOUN,4099
",",PUNCT,4099
whether,SCONJ,4099
or,CCONJ,4099
not,ADV,4099
with,ADP,4099
absorbent,NOUN,4099
",",PUNCT,4099
reflect,VERB,4099
or,CCONJ,4099
non-reflect,VERB,4099
layer,NOUN,4099
",",PUNCT,4099
but,CCONJ,4099
not,ADV,4099
otherwise,ADV,4099
work,VERB,4099
Profile,NOUN,4100
of,ADP,4100
glass,NOUN,4100
",",PUNCT,4100
whether,SCONJ,4100
or,CCONJ,4100
not,ADV,4100
have,VERB,4100
a,DET,4100
absorbent,NOUN,4100
",",PUNCT,4100
reflect,VERB,4100
or,CCONJ,4100
non-reflect,VERB,4100
layer,NOUN,4100
",",PUNCT,4100
but,CCONJ,4100
not,ADV,4100
otherwise,ADV,4100
work,VERB,4100
sheet,NOUN,4101
of,ADP,4101
glass,NOUN,4101
",",PUNCT,4101
draw,VERB,4101
or,CCONJ,4101
blow,VERB,4101
",",PUNCT,4101
whether,SCONJ,4101
or,CCONJ,4101
not,ADV,4101
have,VERB,4101
a,DET,4101
absorbent,NOUN,4101
",",PUNCT,4101
reflect,VERB,4101
or,CCONJ,4101
non-reflect,VERB,4101
layer,NOUN,4101
",",PUNCT,4101
but,CCONJ,4101
not,ADV,4101
otherwise,ADV,4101
work,VERB,4101
sheet,NOUN,4102
of,ADP,4102
glass,NOUN,4102
",",PUNCT,4102
draw,VERB,4102
or,CCONJ,4102
blow,VERB,4102
",",PUNCT,4102
colour,VERB,4102
throughout,ADP,4102
the,DET,4102
mass,ADJ,4102
"""",PUNCT,4102
body,NOUN,4102
tint,VERB,4102
"""",PUNCT,4102
opacify,VERB,4102
",",PUNCT,4102
flash,VERB,4102
or,CCONJ,4102
have,VERB,4102
a,DET,4102
absorbent,NOUN,4102
",",PUNCT,4102
reflect,VERB,4102
or,CCONJ,4102
non-reflect,VERB,4102
layer,NOUN,4102
",",PUNCT,4102
but,CCONJ,4102
not,ADV,4102
otherwise,ADV,4102
work,VERB,4102
sheet,NOUN,4103
of,ADP,4103
glass,NOUN,4103
",",PUNCT,4103
draw,VERB,4103
or,CCONJ,4103
blow,VERB,4103
",",PUNCT,4103
but,CCONJ,4103
not,ADV,4103
otherwise,ADV,4103
work,VERB,4103
(,PUNCT,4103
excl,INTJ,4103
.,PUNCT,4103
glass,NOUN,4103
colou,VERB,4103
throughout,ADP,4103
the,DET,4103
mass,ADJ,4103
"""",PUNCT,4103
body,NOUN,4103
tint,VERB,4103
"""",PUNCT,4103
opacify,VERB,4103
",",PUNCT,4103
flash,VERB,4103
or,CCONJ,4103
have,VERB,4103
a,DET,4103
absorbent,NOUN,4103
",",PUNCT,4103
reflect,VERB,4103
or,CCONJ,4103
non-reflect,VERB,4103
layer,NOUN,4103
),PUNCT,4103
float,VERB,4104
glass,NOUN,4104
and,CCONJ,4104
surface,NOUN,4104
ground,NOUN,4104
or,CCONJ,4104
polish,VERB,4104
glass,NOUN,4104
",",PUNCT,4104
in,ADP,4104
sheet,NOUN,4104
",",PUNCT,4104
whether,SCONJ,4104
or,CCONJ,4104
not,ADV,4104
have,VERB,4104
a,DET,4104
absorbent,NOUN,4104
",",PUNCT,4104
reflect,VERB,4104
or,CCONJ,4104
non-reflect,VERB,4104
layer,NOUN,4104
",",PUNCT,4104
but,CCONJ,4104
not,ADV,4104
otherwise,ADV,4104
work,VERB,4104
float,VERB,4105
glass,NOUN,4105
and,CCONJ,4105
surface,NOUN,4105
ground,NOUN,4105
or,CCONJ,4105
polish,VERB,4105
glass,NOUN,4105
",",PUNCT,4105
in,ADP,4105
sheet,NOUN,4105
",",PUNCT,4105
have,VERB,4105
a,DET,4105
absorbent,NOUN,4105
",",PUNCT,4105
reflect,VERB,4105
or,CCONJ,4105
non-reflect,VERB,4105
layer,NOUN,4105
",",PUNCT,4105
but,CCONJ,4105
not,ADV,4105
otherwise,ADV,4105
work,VERB,4105
(,PUNCT,4105
excl,INTJ,4105
.,PUNCT,4105
wire,ADJ,4105
glass,NOUN,4105
),PUNCT,4105
float,VERB,4106
glass,NOUN,4106
and,CCONJ,4106
surface,NOUN,4106
ground,NOUN,4106
glass,NOUN,4106
",",PUNCT,4106
in,ADP,4106
sheet,NOUN,4106
",",PUNCT,4106
colou,VERB,4106
throughout,ADP,4106
the,DET,4106
mass,ADJ,4106
"""",PUNCT,4106
body,NOUN,4106
tint,VERB,4106
"""",PUNCT,4106
",",PUNCT,4106
opacify,ADJ,4106
",",PUNCT,4106
flash,ADJ,4106
or,CCONJ,4106
merely,ADV,4106
surface,NOUN,4106
ground,NOUN,4106
",",PUNCT,4106
but,CCONJ,4106
not,ADV,4106
otherwise,ADV,4106
work,VERB,4106
(,PUNCT,4106
excl,INTJ,4106
.,PUNCT,4106
wire,VERB,4106
glass,NOUN,4106
or,CCONJ,4106
glass,NOUN,4106
have,VERB,4106
a,DET,4106
absorbent,NOUN,4106
",",PUNCT,4106
reflect,VERB,4106
or,CCONJ,4106
non-reflect,VERB,4106
layer,NOUN,4106
),PUNCT,4106
float,VERB,4107
glass,NOUN,4107
and,CCONJ,4107
surface,NOUN,4107
ground,NOUN,4107
and,CCONJ,4107
polish,VERB,4107
glass,NOUN,4107
",",PUNCT,4107
in,ADP,4107
sheet,NOUN,4107
",",PUNCT,4107
but,CCONJ,4107
not,ADV,4107
otherwise,ADV,4107
work,VERB,4107
(,PUNCT,4107
excl,INTJ,4107
.,PUNCT,4107
wire,VERB,4107
glass,NOUN,4107
or,CCONJ,4107
glass,NOUN,4107
colour,VERB,4107
throughout,ADP,4107
the,DET,4107
mass,ADJ,4107
"""",PUNCT,4107
body,NOUN,4107
tint,VERB,4107
"""",PUNCT,4107
",",PUNCT,4107
opacify,ADJ,4107
",",PUNCT,4107
flash,ADJ,4107
or,CCONJ,4107
merely,ADV,4107
surface,NOUN,4107
ground,NOUN,4107
",",PUNCT,4107
or,CCONJ,4107
glass,NOUN,4107
have,VERB,4107
a,DET,4107
absorbent,NOUN,4107
",",PUNCT,4107
reflect,VERB,4107
or,CCONJ,4107
non-reflect,VERB,4107
layer,NOUN,4107
),PUNCT,4107
float,VERB,4108
glass,NOUN,4108
and,CCONJ,4108
surface,NOUN,4108
ground,NOUN,4108
and,CCONJ,4108
polish,VERB,4108
glass,NOUN,4108
",",PUNCT,4108
in,ADP,4108
sheet,NOUN,4108
",",PUNCT,4108
whether,SCONJ,4108
or,CCONJ,4108
not,ADV,4108
have,VERB,4108
a,DET,4108
absorbent,NOUN,4108
",",PUNCT,4108
reflect,VERB,4108
or,CCONJ,4108
non-reflect,VERB,4108
layer,NOUN,4108
",",PUNCT,4108
wire,VERB,4108
",",PUNCT,4108
but,CCONJ,4108
not,ADV,4108
otherwise,ADV,4108
work,VERB,4108
sheet,NOUN,4109
or,CCONJ,4109
profile,NOUN,4109
of,ADP,4109
glass,NOUN,4109
",",PUNCT,4109
whether,SCONJ,4109
or,CCONJ,4109
not,ADV,4109
have,VERB,4109
a,DET,4109
absorbent,NOUN,4109
",",PUNCT,4109
reflect,VERB,4109
or,CCONJ,4109
non-reflect,VERB,4109
layer,NOUN,4109
",",PUNCT,4109
bent,NOUN,4109
",",PUNCT,4109
edge,NOUN,4109
-,PUNCT,4109
work,VERB,4109
",",PUNCT,4109
engrave,VERB,4109
",",PUNCT,4109
enamell,VERB,4109
or,CCONJ,4109
otherwise,ADV,4109
work,VERB,4109
",",PUNCT,4109
but,CCONJ,4109
not,ADV,4109
fram,VERB,4109
or,CCONJ,4109
fit,VERB,4109
with,ADP,4109
other,ADJ,4109
material,NOUN,4109
(,PUNCT,4109
excl,INTJ,4109
.,PUNCT,4109
safety,NOUN,4109
glass,NOUN,4109
",",PUNCT,4109
multiple,ADJ,4109
-,PUNCT,4109
wall,VERB,4109
insulat,VERB,4109
unit,NOUN,4109
of,ADP,4109
glass,NOUN,4109
",",PUNCT,4109
glass,NOUN,4109
in,ADP,4109
the,DET,4109
form,NOUN,4109
of,ADP,4109
a,DET,4109
mirror,NOUN,4109
),PUNCT,4109
safety,PROPN,4110
glass,NOUN,4110
",",PUNCT,4110
toughen,VERB,4110
"""",PUNCT,4110
temper,VERB,4110
"""",PUNCT,4110
",",PUNCT,4110
laminate,VERB,4110
safety,NOUN,4110
glass,NOUN,4110
(,PUNCT,4110
excl,INTJ,4110
.,PUNCT,4110
multiple,ADJ,4110
-,PUNCT,4110
wall,VERB,4110
insulat,VERB,4110
unit,NOUN,4110
of,ADP,4110
glass,NOUN,4110
",",PUNCT,4110
glass,NOUN,4110
for,ADP,4110
spectacle,NOUN,4110
and,CCONJ,4110
clock,NOUN,4110
or,CCONJ,4110
watch,VERB,4110
glass,NOUN,4110
),PUNCT,4110
Toughen,VERB,4111
"""",PUNCT,4111
temper,VERB,4111
"""",PUNCT,4111
safety,NOUN,4111
glass,NOUN,4111
",",PUNCT,4111
of,ADP,4111
size,NOUN,4111
and,CCONJ,4111
shape,NOUN,4111
suitable,ADJ,4111
for,ADP,4111
incorporation,NOUN,4111
in,ADP,4111
motor,NOUN,4111
vehicle,NOUN,4111
",",PUNCT,4111
aircraft,NOUN,4111
",",PUNCT,4111
spacecraft,NOUN,4111
",",PUNCT,4111
vessel,NOUN,4111
and,CCONJ,4111
other,ADJ,4111
vehicle,NOUN,4111
Toughen,VERB,4112
"""",PUNCT,4112
temper,VERB,4112
"""",PUNCT,4112
safety,NOUN,4112
glass,NOUN,4112
(,PUNCT,4112
excl,INTJ,4112
.,PUNCT,4112
glass,NOUN,4112
of,ADP,4112
size,NOUN,4112
and,CCONJ,4112
shape,NOUN,4112
suitable,ADJ,4112
for,ADP,4112
incorporation,NOUN,4112
in,ADP,4112
motor,NOUN,4112
vehicle,NOUN,4112
",",PUNCT,4112
aircraft,NOUN,4112
",",PUNCT,4112
spacecraft,NOUN,4112
",",PUNCT,4112
vessel,NOUN,4112
and,CCONJ,4112
other,ADJ,4112
vehicle,NOUN,4112
",",PUNCT,4112
and,CCONJ,4112
lens,NOUN,4112
for,ADP,4112
spectacle,NOUN,4112
and,CCONJ,4112
goggles,NOUN,4112
",",PUNCT,4112
etc.,X,4112
",",PUNCT,4112
and,CCONJ,4112
for,ADP,4112
clock,NOUN,4112
and,CCONJ,4112
watch,NOUN,4112
),PUNCT,4112
laminate,VERB,4113
safety,NOUN,4113
glass,NOUN,4113
",",PUNCT,4113
of,ADP,4113
size,NOUN,4113
and,CCONJ,4113
shape,NOUN,4113
suitable,ADJ,4113
for,ADP,4113
incorporation,NOUN,4113
in,ADP,4113
motor,NOUN,4113
vehicle,NOUN,4113
",",PUNCT,4113
aircraft,NOUN,4113
",",PUNCT,4113
spacecraft,NOUN,4113
",",PUNCT,4113
vessel,NOUN,4113
and,CCONJ,4113
other,ADJ,4113
vehicle,NOUN,4113
(,PUNCT,4113
excl,INTJ,4113
.,PUNCT,4113
multiple,ADJ,4113
-,PUNCT,4113
wall,VERB,4113
insulat,VERB,4113
unit,NOUN,4113
of,ADP,4113
glass,NOUN,4113
),PUNCT,4113
laminate,VERB,4114
safety,NOUN,4114
glass,NOUN,4114
(,PUNCT,4114
excl,INTJ,4114
.,PUNCT,4114
glass,NOUN,4114
of,ADP,4114
size,NOUN,4114
and,CCONJ,4114
shape,NOUN,4114
suitable,ADJ,4114
for,ADP,4114
incorporation,NOUN,4114
in,ADP,4114
motor,NOUN,4114
vehicle,NOUN,4114
",",PUNCT,4114
aircraft,NOUN,4114
",",PUNCT,4114
spacecraft,NOUN,4114
",",PUNCT,4114
vessel,NOUN,4114
or,CCONJ,4114
other,ADJ,4114
vehicle,NOUN,4114
",",PUNCT,4114
multiple,ADJ,4114
-,PUNCT,4114
wall,VERB,4114
insulat,VERB,4114
unit,NOUN,4114
),PUNCT,4114
multiple,PROPN,4115
-,PUNCT,4115
wall,VERB,4115
insulat,VERB,4115
unit,NOUN,4115
of,ADP,4115
glass,NOUN,4115
Glass,PROPN,4116
mirror,NOUN,4116
",",PUNCT,4116
whether,SCONJ,4116
or,CCONJ,4116
not,ADV,4116
fram,VERB,4116
",",PUNCT,4116
incl.,X,4116
rear,ADJ,4116
-,PUNCT,4116
view,NOUN,4116
mirror,NOUN,4116
(,PUNCT,4116
excl,INTJ,4116
.,PUNCT,4116
optical,ADJ,4116
mirror,NOUN,4116
",",PUNCT,4116
optically,ADV,4116
work,VERB,4116
",",PUNCT,4116
mirror,NOUN,4116
>,PUNCT,4116
100,NUM,4116
year,NOUN,4116
old,ADJ,4116
),PUNCT,4116
rear,ADJ,4117
-,PUNCT,4117
view,NOUN,4117
mirror,NOUN,4117
",",PUNCT,4117
whether,SCONJ,4117
or,CCONJ,4117
not,ADV,4117
fram,VERB,4117
",",PUNCT,4117
for,ADP,4117
vehicle,NOUN,4117
Glass,PROPN,4118
mirror,NOUN,4118
",",PUNCT,4118
unframed,ADJ,4118
(,PUNCT,4118
excl,NOUN,4118
.,PUNCT,4118
rear,ADJ,4118
-,PUNCT,4118
view,NOUN,4118
mirror,NOUN,4118
for,ADP,4118
vehicle,NOUN,4118
",",PUNCT,4118
optical,ADJ,4118
mirror,NOUN,4118
",",PUNCT,4118
optically,ADV,4118
work,VERB,4118
",",PUNCT,4118
mirror,NOUN,4118
>,PUNCT,4118
100,NUM,4118
year,NOUN,4118
old,ADJ,4118
),PUNCT,4118
Glass,PROPN,4119
mirror,NOUN,4119
",",PUNCT,4119
framed,VERB,4119
(,PUNCT,4119
excl,INTJ,4119
.,PUNCT,4119
rear,ADJ,4119
-,PUNCT,4119
view,NOUN,4119
mirror,NOUN,4119
for,ADP,4119
vehicle,NOUN,4119
",",PUNCT,4119
optical,ADJ,4119
mirror,NOUN,4119
",",PUNCT,4119
optically,ADV,4119
process,VERB,4119
",",PUNCT,4119
and,CCONJ,4119
mirror,NOUN,4119
of,ADP,4119
a,DET,4119
age,NOUN,4119
of,ADP,4119
>,PUNCT,4119
100,NUM,4119
year,NOUN,4119
),PUNCT,4119
Carboys,INTJ,4120
",",PUNCT,4120
bottle,NOUN,4120
",",PUNCT,4120
flask,NOUN,4120
",",PUNCT,4120
jar,NOUN,4120
",",PUNCT,4120
pot,NOUN,4120
",",PUNCT,4120
phial,NOUN,4120
",",PUNCT,4120
ampoule,NOUN,4120
and,CCONJ,4120
other,ADJ,4120
container,NOUN,4120
",",PUNCT,4120
of,ADP,4120
glass,NOUN,4120
",",PUNCT,4120
of,ADP,4120
a,DET,4120
kind,NOUN,4120
use,VERB,4120
for,ADP,4120
the,DET,4120
conveyance,NOUN,4120
or,CCONJ,4120
packing,NOUN,4120
of,ADP,4120
goods,NOUN,4120
",",PUNCT,4120
preserve,VERB,4120
jar,NOUN,4120
",",PUNCT,4120
stopper,NOUN,4120
",",PUNCT,4120
lid,NOUN,4120
and,CCONJ,4120
other,ADJ,4120
closure,NOUN,4120
",",PUNCT,4120
of,ADP,4120
glass,NOUN,4120
(,PUNCT,4120
excl,INTJ,4120
.,PUNCT,4120
glass,NOUN,4120
envelope,NOUN,4120
and,CCONJ,4120
containr,NOUN,4120
",",PUNCT,4120
with,ADP,4120
vacuum,NOUN,4120
insulation,NOUN,4120
",",PUNCT,4120
perfume,NOUN,4120
atomizer,NOUN,4120
",",PUNCT,4120
flask,NOUN,4120
",",PUNCT,4120
bottle,NOUN,4120
etc.,X,4120
for,ADP,4120
atomizer,NOUN,4120
),PUNCT,4120
Glass,PROPN,4121
ampoule,NOUN,4121
Stopper,NOUN,4122
",",PUNCT,4122
lid,NOUN,4122
and,CCONJ,4122
other,ADJ,4122
closure,NOUN,4122
",",PUNCT,4122
of,ADP,4122
glass,NOUN,4122
Carboys,INTJ,4123
",",PUNCT,4123
bottle,NOUN,4123
",",PUNCT,4123
flask,NOUN,4123
",",PUNCT,4123
jar,NOUN,4123
",",PUNCT,4123
pot,NOUN,4123
",",PUNCT,4123
phial,NOUN,4123
and,CCONJ,4123
other,ADJ,4123
container,NOUN,4123
",",PUNCT,4123
of,ADP,4123
glass,NOUN,4123
",",PUNCT,4123
of,ADP,4123
a,DET,4123
kind,NOUN,4123
use,VERB,4123
for,ADP,4123
the,DET,4123
commercial,ADJ,4123
conveyance,NOUN,4123
or,CCONJ,4123
packing,NOUN,4123
of,ADP,4123
goods,NOUN,4123
",",PUNCT,4123
and,CCONJ,4123
preserve,NOUN,4123
jar,NOUN,4123
",",PUNCT,4123
of,ADP,4123
glass,NOUN,4123
(,PUNCT,4123
excl,NOUN,4123
.,PUNCT,4123
ampoule,NOUN,4123
",",PUNCT,4123
glass,NOUN,4123
inners,NOUN,4123
for,ADP,4123
containr,NOUN,4123
",",PUNCT,4123
with,ADP,4123
vacuum,NOUN,4123
insulation,NOUN,4123
",",PUNCT,4123
perfume,NOUN,4123
atomizer,NOUN,4123
",",PUNCT,4123
flask,NOUN,4123
",",PUNCT,4123
bottle,NOUN,4123
etc.,X,4123
for,ADP,4123
atomizer,NOUN,4123
),PUNCT,4123
Glass,PROPN,4124
envelopes,VERB,4124
",",PUNCT,4124
incl,INTJ,4124
.,PUNCT,4124
bulb,NOUN,4124
and,CCONJ,4124
tub,NOUN,4124
",",PUNCT,4124
open,ADJ,4124
",",PUNCT,4124
and,CCONJ,4124
glass,NOUN,4124
part,NOUN,4124
thereon,ADV,4124
",",PUNCT,4124
without,ADP,4124
fitting,NOUN,4124
",",PUNCT,4124
for,ADP,4124
electric,ADJ,4124
lamps,NOUN,4124
",",PUNCT,4124
cathode,NOUN,4124
ray,NOUN,4124
tube,NOUN,4124
or,CCONJ,4124
the,DET,4124
like,ADJ,4124
Glass,PROPN,4125
envelopes,VERB,4125
",",PUNCT,4125
incl,INTJ,4125
.,PUNCT,4125
bulb,NOUN,4125
and,CCONJ,4125
tub,NOUN,4125
",",PUNCT,4125
open,ADJ,4125
",",PUNCT,4125
and,CCONJ,4125
glass,NOUN,4125
part,NOUN,4125
thereon,ADV,4125
",",PUNCT,4125
without,ADP,4125
fitting,NOUN,4125
",",PUNCT,4125
for,ADP,4125
electric,ADJ,4125
lighting,NOUN,4125
Glass,PROPN,4126
envelopes,VERB,4126
",",PUNCT,4126
incl,INTJ,4126
.,PUNCT,4126
bulb,NOUN,4126
and,CCONJ,4126
tub,NOUN,4126
",",PUNCT,4126
open,ADJ,4126
",",PUNCT,4126
and,CCONJ,4126
glass,NOUN,4126
part,NOUN,4126
thereon,ADV,4126
",",PUNCT,4126
without,ADP,4126
fitting,NOUN,4126
",",PUNCT,4126
for,ADP,4126
cathode,NOUN,4126
ray,NOUN,4126
tub,NOUN,4126
Glass,PROPN,4127
envelopes,VERB,4127
",",PUNCT,4127
incl,INTJ,4127
.,PUNCT,4127
bulb,NOUN,4127
and,CCONJ,4127
tub,NOUN,4127
",",PUNCT,4127
open,ADJ,4127
",",PUNCT,4127
and,CCONJ,4127
glass,NOUN,4127
part,NOUN,4127
thereon,ADV,4127
",",PUNCT,4127
without,ADP,4127
fitting,NOUN,4127
",",PUNCT,4127
for,ADP,4127
electric,ADJ,4127
lamps,NOUN,4127
and,CCONJ,4127
the,DET,4127
like,ADJ,4127
(,PUNCT,4127
excl,INTJ,4127
.,PUNCT,4127
cathode,VERB,4127
ray,ADJ,4127
tub,NOUN,4127
and,CCONJ,4127
for,ADP,4127
electric,ADJ,4127
lighting,NOUN,4127
),PUNCT,4127
Glassware,VERB,4128
of,ADP,4128
a,DET,4128
kind,NOUN,4128
use,VERB,4128
for,ADP,4128
table,NOUN,4128
",",PUNCT,4128
kitchen,NOUN,4128
",",PUNCT,4128
toilet,NOUN,4128
",",PUNCT,4128
office,NOUN,4128
",",PUNCT,4128
indoor,ADJ,4128
